"","FIPS","State","County","PopDensity2010","Households","Pop2010","PCI","MetroNonMetro"
"1860",51678,"VA","Lexington",2820.3,1984,7042,17762,"Nonmetro"
"1861",51680,"VA","Lynchburg",1538.2,28069,75568,22972,"Metro"
"1862",51683,"VA","Manassas",3827.77,12749,37821,31638,"Metro"
"1863",51685,"VA","Manassas Park",5633.14,4706,14273,31420,"Metro"
"1864",51690,"VA","Martinsville",1261.47,5630,13821,22669,"Nonmetro"
"1865",51700,"VA","Newport News",2630.03,69324,180719,26993,"Metro"
"1866",51710,"VA","Norfolk",4486.35,88155,242803,28508,"Metro"
"1867",51720,"VA","Norton",529.08,1819,3958,20917,"Nonmetro"
"1868",51730,"VA","Petersburg",1413.76,13274,32420,22356,"Metro"
"1869",51735,"VA","Poquoson",793.26,4615,12150,40277,"Metro"
"1870",51740,"VA","Portsmouth",2838.85,36471,95535,25179,"Metro"
"1871",51750,"VA","Radford",1662.15,5438,16408,20760,"Metro"
"1872",51760,"VA","Richmond",3414.65,89846,204214,31635,"Metro"
"1873",51770,"VA","Roanoke",2279.8,42037,97032,26119,"Metro"
"1874",51775,"VA","Salem",1718,9881,24802,31274,"Metro"
"1875",51790,"VA","Staunton",1188.77,10520,23746,28836,"Metro"
"1876",51800,"VA","Suffolk",211.37,33198,84585,32894,"Metro"
"1877",51810,"VA","Virginia Beach",1758.9,169290,437994,36268,"Metro"
"1878",51820,"VA","Waynesboro",1396.77,9144,21006,25421,"Metro"
"1879",51830,"VA","Williamsburg",1559.29,4670,14068,29203,"Metro"
"1880",51840,"VA","Winchester",2838.06,10554,26203,29727,"Metro"
"1881",53001,"WA","Adams",9.73,5881,18728,19152,"Nonmetro"
"1882",53003,"WA","Asotin",33.99,9171,21623,27896,"Metro"
"1883",53005,"WA","Benton",103.02,70983,175177,31580,"Metro"
"1884",53007,"WA","Chelan",24.81,28038,72453,29204,"Metro"
"1885",53009,"WA","Clallam",41.08,32732,71404,29663,"Nonmetro"
"1886",53011,"WA","Clark",676.25,171522,425363,34163,"Metro"
"1887",53013,"WA","Columbia",4.69,1758,4078,31206,"Metro"
"1888",53015,"WA","Cowlitz",89.82,41397,102410,27264,"Metro"
"1889",53017,"WA","Douglas",21.12,15064,38431,28579,"Metro"
"1890",53019,"WA","Ferry",3.43,3097,7551,23640,"Nonmetro"
"1891",53021,"WA","Franklin",62.92,26316,78163,23373,"Metro"
"1892",53023,"WA","Garfield",3.19,997,2266,25539,"Nonmetro"
"1893",53025,"WA","Grant",33.26,30651,89120,23633,"Nonmetro"
"1894",53027,"WA","Grays Harbor",38.27,28263,72797,25374,"Nonmetro"
"1895",53029,"WA","Island",376.62,34364,78506,35364,"Nonmetro"
"1896",53031,"WA","Jefferson",16.56,14239,29872,34187,"Nonmetro"
"1897",53033,"WA","King",912.88,865627,1931249,49298,"Metro"
"1898",53035,"WA","Kitsap",635.87,101662,251133,35826,"Metro"
"1899",53037,"WA","Kittitas",17.81,18003,40915,27948,"Nonmetro"
"1900",53039,"WA","Klickitat",10.86,8539,20318,26128,"Nonmetro"
"1901",53041,"WA","Lewis",31.4,30262,75455,25813,"Nonmetro"
"1902",53043,"WA","Lincoln",4.57,4485,10570,27730,"Nonmetro"
"1903",53045,"WA","Mason",63.27,23535,60699,27253,"Nonmetro"
"1904",53047,"WA","Okanogan",7.81,17527,41120,23961,"Nonmetro"
"1905",53049,"WA","Pacific",22.43,9087,20920,24474,"Nonmetro"
"1906",53051,"WA","Pend Oreille",9.29,5782,13001,26739,"Metro"
"1907",53053,"WA","Pierce",476.32,317699,795225,32874,"Metro"
"1908",53055,"WA","San Juan",90.67,8025,15769,42307,"Nonmetro"
"1909",53057,"WA","Skagit",67.53,47937,116901,31822,"Metro"
"1910",53059,"WA","Skamania",6.68,4685,11066,30217,"Metro"
"1911",53061,"WA","Snohomish",341.75,289737,713335,37671,"Metro"
"1912",53063,"WA","Spokane",267.16,198489,471221,29982,"Metro"
"1913",53065,"WA","Stevens",17.57,17433,43531,25197,"Metro"
"1914",53067,"WA","Thurston",349.41,108070,252264,33901,"Metro"
"1915",53069,"WA","Wahkiakum",15.1,1844,3978,29452,"Nonmetro"
"1916",53071,"WA","Walla Walla",46.28,22304,58781,27835,"Metro"
"1917",53073,"WA","Whatcom",95.47,85008,201140,30586,"Metro"
"1918",53075,"WA","Whitman",20.74,17910,44776,22585,"Nonmetro"
"1919",53077,"WA","Yakima",56.63,82300,243231,22459,"Metro"
"1920",55001,"WI","Adams",32.33,8619,20875,25591,"Nonmetro"
"1921",55003,"WI","Ashland",15.46,6546,16157,23505,"Nonmetro"
"1922",55005,"WI","Barron",53.17,19108,45870,28326,"Nonmetro"
"1923",55007,"WI","Bayfield",10.16,6963,15014,29886,"Nonmetro"
"1924",55009,"WI","Brown",468.2,104133,248007,31213,"Metro"
"1925",55011,"WI","Buffalo",20.23,5713,13587,29613,"Nonmetro"
"1926",55013,"WI","Burnett",18.81,7303,15457,28424,"Nonmetro"
"1927",55015,"WI","Calumet",153.88,19567,48971,34015,"Metro"
"1928",55017,"WI","Chippewa",61.9,25485,62415,28277,"Metro"
"1929",55019,"WI","Clark",28.67,12800,34690,24114,"Nonmetro"
"1930",55021,"WI","Columbia",74.24,23790,56833,33012,"Metro"
"1931",55023,"WI","Crawford",29.17,6618,16644,26038,"Nonmetro"
"1932",55025,"WI","Dane",407.67,219490,488073,38757,"Metro"
"1933",55027,"WI","Dodge",101.37,34605,88759,28543,"Nonmetro"
"1934",55029,"WI","Door",57.65,13196,27785,36155,"Nonmetro"
"1935",55031,"WI","Douglas",33.86,18920,44159,28888,"Metro"
"1936",55033,"WI","Dunn",51.59,16818,43857,27107,"Nonmetro"
"1937",55035,"WI","Eau Claire",154.76,40753,98736,29524,"Metro"
"1938",55037,"WI","Florence",9.06,2010,4423,30674,"Nonmetro"
"1939",55039,"WI","Fond du Lac",141.24,41346,101633,30454,"Metro"
"1940",55041,"WI","Forest",9.17,4029,9304,24808,"Nonmetro"
"1941",55043,"WI","Grant",44.65,19401,51208,24974,"Nonmetro"
"1942",55045,"WI","Green",63.09,15098,36842,31959,"Metro"
"1943",55047,"WI","Green Lake",54.52,7935,19051,27915,"Nonmetro"
"1944",55049,"WI","Iowa",31.06,9835,23687,33674,"Metro"
"1945",55051,"WI","Iron",7.8,3003,5916,28550,"Nonmetro"
"1946",55053,"WI","Jackson",20.7,8083,20449,26037,"Nonmetro"
"1947",55055,"WI","Jefferson",150.39,32866,83686,30329,"Nonmetro"
"1948",55057,"WI","Juneau",34.77,10640,26664,26137,"Nonmetro"
"1949",55059,"WI","Kenosha",611.88,63423,166426,30740,"Metro"
"1950",55061,"WI","Kewaunee",60.07,8238,20574,30098,"Metro"
"1951",55063,"WI","La Crosse",253.8,47319,114638,31001,"Metro"
"1952",55065,"WI","Lafayette",26.57,6679,16836,28198,"Nonmetro"
"1953",55067,"WI","Langlade",22.95,8594,19977,26212,"Nonmetro"
"1954",55069,"WI","Lincoln",32.7,12547,28743,29642,"Nonmetro"
"1955",55071,"WI","Manitowoc",138.25,34463,81442,28803,"Nonmetro"
"1956",55073,"WI","Marathon",86.77,55377,134063,31879,"Metro"
"1957",55075,"WI","Marinette",29.83,18631,41749,26959,"Nonmetro"
"1958",55077,"WI","Marquette",33.81,6516,15404,26068,"Nonmetro"
"1959",55078,"WI","Menominee",11.83,1443,4232,20538,"Nonmetro"
"1960",55079,"WI","Milwaukee",3925.96,382070,947735,28121,"Metro"
"1961",55081,"WI","Monroe",49.59,17772,44673,27729,"Nonmetro"
"1962",55083,"WI","Oconto",37.74,15940,37660,29392,"Metro"
"1963",55085,"WI","Oneida",32.34,15403,35998,32784,"Nonmetro"
"1964",55087,"WI","Outagamie",277.16,72947,176695,32098,"Metro"
"1965",55089,"WI","Ozaukee",370.67,35625,86395,47980,"Metro"
"1966",55091,"WI","Pepin",32.2,3095,7469,29227,"Nonmetro"
"1967",55093,"WI","Pierce",71.49,15367,41019,32525,"Metro"
"1968",55095,"WI","Polk",48.37,18314,44205,29489,"Nonmetro"
"1969",55097,"WI","Portage",87.45,28357,70019,29742,"Nonmetro"
"1970",55099,"WI","Price",11.29,6605,14159,27569,"Nonmetro"
"1971",55101,"WI","Racine",587.69,76384,195408,30386,"Metro"
"1972",55103,"WI","Richland",30.74,7626,18021,26379,"Nonmetro"
"1973",55105,"WI","Rock",223.26,64538,160331,28103,"Metro"
"1974",55107,"WI","Rusk",16.15,6382,14755,24731,"Nonmetro"
"1975",55109,"WI","St. Croix",116.77,33674,84345,37419,"Metro"
"1976",55111,"WI","Sauk",74.59,26178,61976,29608,"Nonmetro"
"1977",55113,"WI","Sawyer",13.17,7634,16557,30094,"Nonmetro"
"1978",55115,"WI","Shawano",46.97,17019,41949,28051,"Nonmetro"
"1979",55117,"WI","Sheboygan",225.92,47303,115507,30151,"Metro"
"1980",55119,"WI","Taylor",21.22,8632,20689,26881,"Nonmetro"
"1981",55121,"WI","Trempealeau",39.31,11936,28816,27733,"Nonmetro"
"1982",55123,"WI","Vernon",37.61,12080,29773,26726,"Nonmetro"
"1983",55125,"WI","Vilas",25.02,10914,21430,31206,"Nonmetro"
"1984",55127,"WI","Walworth",184.15,40372,102228,30593,"Nonmetro"
"1985",55129,"WI","Washburn",19.96,7062,15911,29336,"Nonmetro"
"1986",55131,"WI","Washington",306.21,54138,131887,37631,"Metro"
"1987",55133,"WI","Waukesha",709.44,157548,389891,44301,"Metro"
"1988",55135,"WI","Waupaca",70.09,22024,52410,30627,"Nonmetro"
"1989",55137,"WI","Waushara",39.12,9869,24496,27347,"Nonmetro"
"1990",55139,"WI","Winnebago",384.35,70173,166994,33000,"Metro"
"1991",55141,"WI","Wood",94.25,32245,74749,30006,"Nonmetro"
"1992",36999,"NY","New York City",27012.4434201455,3154103,8175133,37731.2423056604,"Metro"
